NT	owner	website	email	nassos	mta
NT12358	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12359	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12360	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12361	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12362	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12363	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12364	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12365	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12366	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12367	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12368	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12369	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12370	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12371	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12372	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12373	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12374	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12375	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12376	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12377	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12378	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12379	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12380	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12381	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12382	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12383	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12384	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12385	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12386	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12387	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12388	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12389	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12390	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12391	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12392	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12393	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12394	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12395	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12396	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12397	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12398	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12399	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12400	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12401	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12402	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12403	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12404	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12405	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12406	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12407	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12408	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12409	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12410	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12411	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12412	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12413	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12414	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12415	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12416	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12417	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12418	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12419	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12420	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12421	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12422	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12423	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12424	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12425	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12426	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12427	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12428	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12429	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12430	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12431	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12432	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12433	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12434	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12435	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12436	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12437	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12438	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12439	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12440	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12441	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12442	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12443	Peter Schierack		Peter.Schierack@HS-Lausitz.de		
NT12444	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12445	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12446	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12447	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12448	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12449	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12450	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12451	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12452	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12453	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12454	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12455	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12456	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12457	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12458	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12459	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12460	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12461	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12462	Broad institute Escherichia antibiotic resistance collection, STEC center		stec@cvm.msu.edu		x
NT12463	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12464	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12465	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12466	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12467	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12468	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12469	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12470	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12471	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12472	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12473	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12474	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12475	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12476	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12477	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12478	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12479	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12480	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12481	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12482	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12483	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12484	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12485	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12486	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12487	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12488	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12489	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12490	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12491	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12492	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12493	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12494	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12495	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12496	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12497	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12498	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12499	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12500	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12501	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12502	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12503	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12504	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12505	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12506	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12507	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12508	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12509	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12510	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12511	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12512	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12513	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12514	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12515	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12516	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12517	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12518	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12519	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12520	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12521	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12522	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12523	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12524	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12525	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12526	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12527	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12528	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12529	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12530	Olin Silander	https://osilander.wordpress.com/	olinsilander@gmail.com		
NT12531	JCM	http://jcm.brc.riken.jp	inquiry.jcm@riken.jp		x
NT12532	JCM	http://jcm.brc.riken.jp	inquiry.jcm@riken.jp		x
NT12533	Lisa K Nolan	https://vetmed.iastate.edu/users/lknolan	lknolan@iastate.edu		x
NT12534	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12535	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12536	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12537	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12538	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12539	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12540	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12541	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12542	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12543	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12544	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12545	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12546	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12547	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12548	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12549	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12550	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12551	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12552	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12553	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12554	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12555	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12556	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12557	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12558	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12559	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12560	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12561	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12562	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12563	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12564	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12565	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12566	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12567	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12568	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12569	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12570	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12571	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12572	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12573	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12574	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12575	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12576	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12577	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12578	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12579	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12580	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12581	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12582	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12583	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12584	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12585	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12586	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12587	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12588	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12589	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12590	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12591	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12592	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12593	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12594	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12595	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12596	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12597	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12598	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12599	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12600	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12601	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12602	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12603	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12604	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12605	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12606	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12607	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12608	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12609	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12610	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12611	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12612	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12613	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12614	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12615	Erick Denamur	http://www.iame-research.center/eq2/research-interests/	erick.denamur@inserm.fr		
NT12616	Wanderley Dias da Silveira		wds@unicamp.br		x
NT12617	Wanderley Dias da Silveira		wds@unicamp.br		x
NT12618	Wanderley Dias da Silveira		wds@unicamp.br		x
NT12619	Wanderley Dias da Silveira		wds@unicamp.br		x
NT12620	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12621	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12622	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12623	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12624	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12625	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12626	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12627	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12628	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12629	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12630	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12631	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12632	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12633	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12634	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12635	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12636	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12637	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12638	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12639	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12640	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12641	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12642	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12643	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12644	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12645	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12646	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12647	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12648	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12649	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12650	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12651	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12652	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12653	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12654	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12655	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12656	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12657	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12658	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12659	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12660	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12661	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12662	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12663	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12664	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12665	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12666	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12667	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12668	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12669	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12670	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12671	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12672	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12673	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12674	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12675	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12676	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12677	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12678	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12679	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12680	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12681	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12682	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12683	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12684	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12685	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12686	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12687	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12688	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12689	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12690	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12691	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12692	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12693	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12694	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12695	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12696	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12697	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12698	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12699	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12700	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12701	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12702	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
